id,uwi,long,lat,lease,operator,fake_number
42000000001326,42000000001326,-98.25249,28.708795,MAY R `B`,MARATHON OIL EF LLC,85
42000000001327,42000000001327,-98.27275,28.8744361,SHARPTAIL B,EOG RESOURCES INCORPORATED,78
42000000001328,42000000001328,-98.5638278,28.7390333,EARTH UNIT,EOG RESOURCES INCORPORATED,5
42000000001329,42000000001329,-98.5826761,28.822711,MOOS UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,62
42000000001330,42000000001330,-98.5826146,28.8227535,MOOS UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,40
42000000001331,42000000001331,-98.2815472,28.6596611,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,39
42000000001332,42000000001332,-98.2817083,28.659575,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,21
42000000001333,42000000001333,-98.2817889,28.6595306,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,63
42000000001334,42000000001334,-98.2816278,28.6596167,GUAJILLO UNIT 9 NORTH,MARATHON OIL EF LLC,26
42000000001335,42000000001335,-98.2684095,28.7710115,WALNUT,MURPHY EXPLORATION & PRODUCTION CO-USA,11
42000000001336,42000000001336,-98.2683502,28.7710559,WALNUT,MURPHY EXPLORATION & PRODUCTION CO-USA,65
42000000001337,42000000001337,-98.2726973,28.8743527,SHARPTAIL A,EOG RESOURCES INCORPORATED,32
42000000001338,42000000001338,-98.4760839,28.7635719,SAMUEL UNIT,EOG RESOURCES INCORPORATED,70
42000000001339,42000000001339,-98.4118673,28.7420282,TANGERINE UNIT,EOG RESOURCES INCORPORATED,14
42000000001340,42000000001340,-98.6621889,28.7134194,LAGUNILLAS CAMP,PETROEDGE OPERATING IV LLC,86
42000000001341,42000000001341,-98.4627,28.69459,PEELER RANCH,SEA EAGLE FORD LLC,31
42000000001342,42000000001342,-98.4442528,28.8524889,OSTRICH UNIT,EOG RESOURCES INCORPORATED,69
42000000001343,42000000001343,-98.4447722,28.8255111,SCHESKE,EOG RESOURCES INCORPORATED,81
42000000001344,42000000001344,-98.4447723,28.8256055,SCHESKE,EOG RESOURCES INCORPORATED,54
42000000001345,42000000001345,-98.4218947,28.8599869,BIGHORN UNIT,EOG RESOURCES INCORPORATED,63
42000000001346,42000000001346,-98.5530919,28.8019533,JASON UNIT,ATLAS EAGLE FORD OPERATING CO LLC,95
42000000001347,42000000001347,-98.5530917,28.8018986,JASON UNIT,ATLAS EAGLE FORD OPERATING CO LLC,75
42000000001348,42000000001348,-98.6000004,28.7259031,PEELER,CINCO OIL & GAS LLC,39
42000000001349,42000000001349,-98.7938361,28.7698278,SABRE CLIP UNIT,CABOT OIL & GAS CORPORATION,77
42000000001350,42000000001350,-98.5737881,28.7468969,PEELER NORTHEAST UNIT A,CINCO OIL & GAS LLC,44
42000000001351,42000000001351,-98.5035722,28.8495139,DHARMA UNIT,EOG RESOURCES INCORPORATED,48
42000000001352,42000000001352,-98.5738547,28.7468608,PEELER NORTHEAST UNIT B,CINCO OIL & GAS LLC,77
42000000001353,42000000001353,-98.2348525,28.7020418,MAY R `A`,MARATHON OIL EF LLC,35
42000000001354,42000000001354,-98.2347764,28.7020897,MAY R `A`,MARATHON OIL EF LLC,24
42000000001355,42000000001355,-98.2347003,28.7021379,MAY R `A`,MARATHON OIL EF LLC,54
42000000001356,42000000001356,-98.2381167,28.6847194,MAY R `B`,MARATHON OIL EF LLC,40
42000000001357,42000000001357,-98.2380397,28.6847647,MAY R `B`,MARATHON OIL EF LLC,29
42000000001358,42000000001358,-98.2620539,28.7965908,QUAIL,EOG RESOURCES INCORPORATED,71
42000000001359,42000000001359,-98.7938458,28.7698589,HAWKBILL UNIT,CABOT OIL & GAS CORPORATION,37
42000000001360,42000000001360,-98.5090481,28.7944514,HOBART UNIT,EOG RESOURCES INCORPORATED,96
42000000001361,42000000001361,-98.1657639,28.7514154,MAUCH UNIT,MARATHON OIL EF LLC,30
42000000001362,42000000001362,-98.1658206,28.751481,MAUCH UNIT,MARATHON OIL EF LLC,64
42000000001363,42000000001363,-98.1658773,28.7515467,MAUCH UNIT,MARATHON OIL EF LLC,61
42000000001364,42000000001364,-98.5369739,28.883725,STAFFORD-KERCHO,VIRTEX OPERATING COMPANY INCORPORATED,58
42000000001365,42000000001365,-98.5526761,28.6540275,PENNINGTON UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,85
42000000001366,42000000001366,-98.5152556,28.7591833,BANANA UNIT,EOG RESOURCES INCORPORATED,70
42000000001367,42000000001367,-98.4995306,28.7586333,ORANGE UNIT,EOG RESOURCES INCORPORATED,65
42000000001368,42000000001368,-98.4447,28.7589278,MANGO UNIT,EOG RESOURCES INCORPORATED,14
42000000001369,42000000001369,-98.4371236,28.7549864,APRICOT UNIT,EOG RESOURCES INCORPORATED,1
42000000001370,42000000001370,-98.7998489,28.6513281,SIEGELE,CARRIZO EAGLE FORD LLC,81
42000000001371,42000000001371,-98.74275,28.7579,DAVIS MATT JR,CABOT OIL & GAS CORPORATION,99
42000000001372,42000000001372,-98.799803,28.65133,SIEGELE,CARRIZO EAGLE FORD LLC,46
42000000001373,42000000001373,-98.3914944,28.847035,TIBETAN RED UNIT,EOG RESOURCES INCORPORATED,53
42000000001374,42000000001374,-98.6601019,28.7594478,DP UNIT,CINCO OIL & GAS LLC,85
42000000001375,42000000001375,-98.6601622,28.7594328,DP UNIT,CINCO OIL & GAS LLC,60
42000000001376,42000000001376,-98.5772552,28.7938525,STEIN UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,36
42000000001377,42000000001377,-98.5773333,28.7938528,STEIN UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,68
42000000001378,42000000001378,-98.6926761,28.7712272,BRAZOS UNIT,CABOT OIL & GAS CORPORATION,77
42000000001379,42000000001379,-98.6926306,28.7712361,BOSQUE UNIT,CABOT OIL & GAS CORPORATION,29
42000000001380,42000000001380,-98.5852067,28.7616147,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,89
42000000001381,42000000001381,-98.58514,28.76161,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,79
42000000001382,42000000001382,-98.2662194,28.6820611,GUAJILLO EAST,MARATHON OIL EF LLC,11
42000000001383,42000000001383,-98.2663528,28.6819444,GUAJILLO EAST,MARATHON OIL EF LLC,25
42000000001384,42000000001384,-98.2662861,28.6820028,GUAJILLO EAST,MARATHON OIL EF LLC,16
42000000001385,42000000001385,-98.2664194,28.6818861,GUAJILLO EAST,MARATHON OIL EF LLC,89
42000000001386,42000000001386,-98.2664861,28.6818278,GUAJILLO EAST,MARATHON OIL EF LLC,11
42000000001387,42000000001387,-98.7355667,28.7746306,SAN MARCOS UNIT,CABOT OIL & GAS CORPORATION,76
42000000001388,42000000001388,-98.7355996,28.7749413,SAN MARCOS UNIT,CABOT OIL & GAS CORPORATION,4
42000000001389,42000000001389,-98.2725425,28.6766769,GUAJILLO EAST,MARATHON OIL EF LLC,80
42000000001390,42000000001390,-98.2726125,28.6766222,GUAJILLO EAST,MARATHON OIL EF LLC,33
42000000001391,42000000001391,-98.2726828,28.6765675,GUAJILLO EAST,MARATHON OIL EF LLC,7
42000000001392,42000000001392,-98.2727525,28.6765128,GUAJILLO EAST,MARATHON OIL EF LLC,17
42000000001393,42000000001393,-98.2728228,28.6764581,GUAJILLO EAST,MARATHON OIL EF LLC,100
42000000001394,42000000001394,-98.2566389,28.7520778,TOM-SMITH UNIT B,MARATHON OIL EF LLC,93
42000000001395,42000000001395,-98.2565694,28.7521333,TOM-SMITH UNIT B,MARATHON OIL EF LLC,11
42000000001396,42000000001396,-98.6925833,28.7712472,RIO GRANDE UNIT,CABOT OIL & GAS CORPORATION,84
42000000001397,42000000001397,-98.6244233,28.6860681,CUELLAR,EOG RESOURCES INCORPORATED,9
42000000001398,42000000001398,-98.6245294,28.6860436,CUELLAR,EOG RESOURCES INCORPORATED,100
42000000001399,42000000001399,-98.7357392,28.7963136,DAVIS CLAY UNIT,CABOT OIL & GAS CORPORATION,77
42000000001400,42000000001400,-98.7357833,28.7963028,DAVIS MACO UNIT,CABOT OIL & GAS CORPORATION,51
42000000001401,42000000001401,-98.5187617,28.8202616,BELTRAN UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,40
42000000001402,42000000001402,-98.5352502,28.811758,HIRSCH UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,69
42000000001403,42000000001403,-98.5351722,28.8117583,MASSARO UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,19
42000000001404,42000000001404,-98.5153667,28.7591833,PEAR UNIT,EOG RESOURCES INCORPORATED,50
42000000001405,42000000001405,-98.6122778,28.7867765,HINDES UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,71
42000000001406,42000000001406,-98.6123556,28.7867778,HINDES UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,22
42000000001407,42000000001407,-98.6923611,28.7923917,NECHES UNIT,CABOT OIL & GAS CORPORATION,23
42000000001408,42000000001408,-98.6923194,28.7924028,PEDERNALES UNIT,CABOT OIL & GAS CORPORATION,82
42000000001409,42000000001409,-98.7133161,28.7606533,TRINITY UNIT,CABOT OIL & GAS CORPORATION,25
42000000001410,42000000001410,-98.6081583,28.8125389,MCCOMAS UNIT A,MURPHY EXPLORATION & PRODUCTION CO-USA,72
42000000001411,42000000001411,-98.7809828,28.6795831,RAINDROP UNIT,EOG RESOURCES INCORPORATED,51
42000000001412,42000000001412,-98.6082353,28.8125403,MCCOMAS UNIT B,MURPHY EXPLORATION & PRODUCTION CO-USA,31
42000000001413,42000000001413,-98.6083136,28.8125402,MCCOMAS UNIT C,MURPHY EXPLORATION & PRODUCTION CO-USA,50
42000000001414,42000000001414,-98.23565,28.8214306,BRISTER UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,59
42000000001415,42000000001415,-98.2358583,28.8212861,KELLNER UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,30
42000000001416,42000000001416,-98.6200793,28.8113594,MCCOMAS UNIT E,MURPHY EXPLORATION & PRODUCTION CO-USA,61
42000000001417,42000000001417,-98.6199986,28.8113023,MCCOMAS UNIT D,MURPHY EXPLORATION & PRODUCTION CO-USA,66
42000000001418,42000000001418,-98.6914192,28.8201483,BLANCO UNIT,CABOT OIL & GAS CORPORATION,58
42000000001419,42000000001419,-98.7093139,28.8070639,COMAL UNIT,CABOT OIL & GAS CORPORATION,61
42000000001420,42000000001420,-98.7093031,28.8070253,SAN SABA UNIT,CABOT OIL & GAS CORPORATION,98
42000000001421,42000000001421,-98.6914306,28.8201883,LAVACA UNIT,CABOT OIL & GAS CORPORATION,36
42000000001422,42000000001422,-98.7964944,28.6570083,RACCOON CREEK 1H,CABOT OIL & GAS CORPORATION,78
42000000001423,42000000001423,-98.26655,28.6817694,GUAJILLO EAST,MARATHON OIL EF LLC,3
42000000001424,42000000001424,-98.6508097,28.7897103,WILSON BROTHERS UNIT,CINCO OIL & GAS LLC,54
42000000001425,42000000001425,-98.4963564,28.7139247,COCONUT UNIT,EOG RESOURCES INCORPORATED,78
42000000001426,42000000001426,-98.6845061,28.8191325,GUADALUPE UNIT,CABOT OIL & GAS CORPORATION,14
42000000001427,42000000001427,-98.1523792,28.8005242,SEILER-SCHUMANN-URBANCZYK ALLOCATION #1,XTO ENERGY INCORPORATED,59
42000000001428,42000000001428,-98.1523381,28.8004783,SEILER-SCHUMANN-URBANCZYK ALLOCATION #2,XTO ENERGY INCORPORATED,78
42000000001429,42000000001429,-98.1522984,28.8004395,SEILER-SCHUMANN-URBANCZYK ALLOCATION #3,XTO ENERGY INCORPORATED,75
42000000001430,42000000001430,-98.1522595,28.8003967,SEILER-SCHUMANN-URBANCZYK ALLOCATION #4,XTO ENERGY INCORPORATED,68
42000000001431,42000000001431,-98.6259558,28.6857422,CUELLAR,EOG RESOURCES INCORPORATED,86
42000000001432,42000000001432,-98.5517167,28.7741472,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,15
42000000001433,42000000001433,-98.55164,28.7741459,KASPER UNIT,ATLAS EAGLE FORD OPERATING CO LLC,87
42000000001434,42000000001434,-98.7830186,28.6893478,KINGPIN UNIT,EOG RESOURCES INCORPORATED,23
42000000001435,42000000001435,-98.5727278,28.7812389,JIMMY UNIT,ATLAS EAGLE FORD OPERATING CO LLC,89
42000000001436,42000000001436,-98.6059047,28.7662571,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,30
42000000001437,42000000001437,-98.7549778,28.6721389,MOONLIGHT,EOG RESOURCES INCORPORATED,21
42000000001438,42000000001438,-98.1491494,28.8026853,HKH ALLOCATION #1,XTO ENERGY INCORPORATED,6
42000000001439,42000000001439,-98.1491078,28.8026444,HKH ALLOCATION #2,XTO ENERGY INCORPORATED,8
42000000001440,42000000001440,-98.1407578,28.8088856,HKH ALLOCATION #4,XTO ENERGY INCORPORATED,21
42000000001441,42000000001441,-98.6058268,28.7662571,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,85
42000000001442,42000000001442,-98.6057472,28.7662583,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,15
42000000001443,42000000001443,-98.6056709,28.7662571,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,73
42000000001444,42000000001444,-98.6031389,28.7662278,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,94
42000000001445,42000000001445,-98.1490661,28.8026036,HKH ALLOCATION #3,XTO ENERGY INCORPORATED,100
42000000001446,42000000001446,-98.6030599,28.766227,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,21
42000000001447,42000000001447,-98.6029831,28.7662273,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,64
42000000001448,42000000001448,-98.6029028,28.7662278,HARRIS,ATLAS EAGLE FORD OPERATING CO LLC,8
42000000001449,42000000001449,-98.281225,28.6591889,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,61
42000000001450,42000000001450,-98.2813056,28.6591472,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,23
42000000001451,42000000001451,-98.2813861,28.6591028,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,39
42000000001452,42000000001452,-98.2814667,28.6590611,GUAJILLO UNIT 9 SOUTH,MARATHON OIL EF LLC,69
42000000001453,42000000001453,-98.1407178,28.8088428,HKHR ALLOCATION #5,XTO ENERGY INCORPORATED,38
42000000001454,42000000001454,-98.1406783,28.8088006,HKHR ALLOCATION #6,XTO ENERGY INCORPORATED,94
42000000001455,42000000001455,-98.430048,28.654905,TG UNIT,CARRIZO EAGLE FORD LLC,97
42000000001456,42000000001456,-98.430012,28.654932,TG UNIT,CARRIZO EAGLE FORD LLC,25
42000000001457,42000000001457,-98.1406389,28.8087586,HKHR ALLOCATION #7,XTO ENERGY INCORPORATED,34
42000000001458,42000000001458,-98.429976,28.654959,TG UNIT,CARRIZO EAGLE FORD LLC,26
42000000001459,42000000001459,-98.1406,28.8087167,HKHR ALLOCATION #8,XTO ENERGY INCORPORATED,100
42000000001460,42000000001460,-98.5911167,28.7598972,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,86
42000000001461,42000000001461,-98.6005033,28.7892631,BIRDWELL UNIT,MURPHY EXPLORATION & PRODUCTION CO-USA,90
42000000001462,42000000001462,-98.5910361,28.7598972,MGS UNIT,ATLAS EAGLE FORD OPERATING CO LLC,3
42000000001463,42000000001463,-98.7803861,28.6982278,SUNSHINE UNIT,EOG RESOURCES INCORPORATED,74
42000000001464,42000000001464,-98.6323972,28.7099722,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,50
42000000001465,42000000001465,-98.6322472,28.7100056,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,5
42000000001466,42000000001466,-98.6320944,28.7100361,PANCHO WEST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,14
42000000001467,42000000001467,-98.6267959,28.7101233,PANCHO EAST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,25
42000000001468,42000000001468,-98.62664,28.7101208,PANCHO EAST UNIT,ATLAS EAGLE FORD OPERATING CO LLC,76
42000000001469,42000000001469,-98.2248444,28.8022028,PAWLIK-RODRIGUEZ UNIT,ENERVEST OPERATING LLC,15
42000000001470,42000000001470,-98.780565,28.716555,THUNDER UNIT,EOG RESOURCES INCORPORATED,19
42000000001471,42000000001471,-98.4851583,28.7493528,PUMPKIN UNIT,EOG RESOURCES INCORPORATED,68
42000000001472,42000000001472,-98.6270306,28.685875,CUELLAR,EOG RESOURCES INCORPORATED,59
42000000001473,42000000001473,-98.58184,28.69552,PULSAR,EOG RESOURCES INCORPORATED,37
42000000001474,42000000001474,-98.5058472,28.7587917,TOMATO UNIT,EOG RESOURCES INCORPORATED,64
42000000001475,42000000001475,-98.4657208,28.6821486,PEELER RANCH EFS,SEA EAGLE FORD LLC,68
42000000001476,42000000001476,-98.41225,28.660166,GLOVER-RAYES `A` UNIT,CARRIZO EAGLE FORD LLC,24
42000000001477,42000000001477,-98.412297,28.660166,GLOVER-RAYES `A` UNIT,CARRIZO EAGLE FORD LLC,63
42000000001478,42000000001478,-98.41216,28.66016,GLOVER-RAYES `B` UNIT,CARRIZO EAGLE FORD LLC,77
42000000001479,42000000001479,-98.412203,28.660166,GLOVER-RAYES B UNIT,CARRIZO EAGLE FORD LLC,59
42000000001480,42000000001480,-98.412343,28.660166,GLOVER-RAYES `B` UNIT,CARRIZO EAGLE FORD LLC,31
42000000001481,42000000001481,-98.2716139,28.6619944,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,13
42000000001482,42000000001482,-98.271775,28.6619111,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,12
42000000001483,42000000001483,-98.2716944,28.6619528,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,63
42000000001484,42000000001484,-98.2718556,28.6618694,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,97
42000000001485,42000000001485,-98.2719364,28.6618261,GUAJILLO UNIT 7 SOUTH,MARATHON OIL EF LLC,11
42000000001486,42000000001486,-98.4739917,28.9041139,BULLSEYE UNIT,ABRAXAS PETROLEUM CORPORATION,22
42000000001487,42000000001487,-98.6405139,28.6800111,CUELLAR,EOG RESOURCES INCORPORATED,95
42000000001488,42000000001488,-98.2922067,28.6464269,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,31
42000000001489,42000000001489,-98.2920214,28.64645,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,94
42000000001490,42000000001490,-98.2921139,28.6464386,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,43
42000000001491,42000000001491,-98.2922994,28.6464156,GUAJILLO UNIT 16 SOUTH,MARATHON OIL EF LLC,84
42000000001492,42000000001492,-98.5879361,28.7454056,GALAXY UNIT,EOG RESOURCES INCORPORATED,11
42000000001493,42000000001493,-98.4860972,28.7399639,KIWI UNIT,EOG RESOURCES INCORPORATED,40
42000000001494,42000000001494,-98.7779083,28.7791139,MERCURY 1H,CABOT OIL & GAS CORPORATION,21
42000000001495,42000000001495,-98.7779536,28.7791031,MERCURY 2H,CABOT OIL & GAS CORPORATION,70
42000000001496,42000000001496,-98.6717964,28.7588011,RDG UNIT,CINCO OIL & GAS LLC,87
42000000001497,42000000001497,-98.6717361,28.7588153,EC NORTH UNIT,CINCO OIL & GAS LLC,15
42000000001498,42000000001498,-98.5812406,28.7435339,RVR,EOG RESOURCES INCORPORATED,58
42000000001499,42000000001499,-98.2146417,28.8440583,JENDRUSCH GEROLD UNIT,EOG RESOURCES INCORPORATED,16
42000000001500,42000000001500,-98.2145639,28.8441,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,73
42000000001501,42000000001501,-98.1984392,28.828666,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,67
42000000001502,42000000001502,-98.2133556,28.8447861,JENDRUSCH-GEROLD UNIT,EOG RESOURCES INCORPORATED,13
42000000001503,42000000001503,-98.561724,28.658577,COUNTISS,CHESAPEAKE OPERATING LLC,44
42000000001504,42000000001504,-98.56163,28.658575,COUNTISS,CHESAPEAKE OPERATING LLC,96
42000000001505,42000000001505,-98.561537,28.658574,COUNTISS,CHESAPEAKE OPERATING LLC,12
42000000001506,42000000001506,-98.561443,28.658573,COUNTISS,CHESAPEAKE OPERATING LLC,90
42000000001507,42000000001507,-98.780495,28.7166292,LIGHTNING UNIT,EOG RESOURCES INCORPORATED,68
42000000001508,42000000001508,-98.2419644,28.6821053,MAY R `B`,MARATHON OIL EF LLC,19
42000000001509,42000000001509,-98.2418928,28.6821581,MAY R `B`,MARATHON OIL EF LLC,53
42000000001510,42000000001510,-98.2418208,28.6822108,MAY R `B`,MARATHON OIL EF LLC,97
42000000001511,42000000001511,-98.1237556,28.8020167,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,86
42000000001512,42000000001512,-98.1236869,28.8020711,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,25
42000000001513,42000000001513,-98.7895,28.7845389,GAP 1H,CABOT OIL & GAS CORPORATION,26
42000000001514,42000000001514,-98.11775,28.8051083,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,36
42000000001515,42000000001515,-98.1178083,28.8051722,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,57
42000000001516,42000000001516,-98.1178694,28.8052333,CHAPMAN ROTHE UNIT,MARATHON OIL EF LLC,18
42000000001517,42000000001517,-98.6226864,28.7034028,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,77
42000000001518,42000000001518,-98.6252652,28.7018426,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,89
42000000001519,42000000001519,-98.6226474,28.7093409,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,89
42000000001520,42000000001520,-98.6226444,28.7094806,MAR RANCH,ATLAS EAGLE FORD OPERATING CO LLC,96
42000000001521,42000000001521,-98.6614694,28.7119222,CUELLAR,EOG RESOURCES INCORPORATED,86
42000000001522,42000000001522,-98.6602111,28.7131556,CUELLAR,EOG RESOURCES INCORPORATED,64
42000000001523,42000000001523,-98.5145528,28.8473917,JOANNE UNIT,EOG RESOURCES INCORPORATED,55
42000000001524,42000000001524,-98.4586944,28.704125,PEELER RANCH EFS,SEA EAGLE FORD LLC,88
42000000001525,42000000001525,-98.4855444,28.7533361,AVOCADO UNIT,EOG RESOURCES INCORPORATED,63
42000000001526,42000000001526,-98.7328363,28.7354493,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,9
42000000001527,42000000001527,-98.7327467,28.7354258,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,71
42000000001528,42000000001528,-98.7326566,28.7354022,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,24
42000000001529,42000000001529,-98.7276856,28.7341867,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,66
42000000001530,42000000001530,-98.7275958,28.7341636,BOWMAN WEST,TEXAS AMERICAN RESOURCES COMPANY,100
42000000001531,42000000001531,-98.5046278,28.6990028,WATERMELON UNIT,EOG RESOURCES INCORPORATED,52
42000000001532,42000000001532,-98.6289714,28.7840753,JUNE BUG UNIT,CINCO OIL & GAS LLC,37
42000000001533,42000000001533,-98.6289111,28.7840889,A RANCH UNIT,CINCO OIL & GAS LLC,78
42000000001534,42000000001534,-98.443091,28.758791,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,73
42000000001535,42000000001535,-98.443044,28.758791,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,10
42000000001536,42000000001536,-98.442997,28.758792,PEELER J `A` UNIT,CARRIZO EAGLE FORD LLC,3
42000000001537,42000000001537,-98.2958494,28.6431564,GUAJILLO WEST,MARATHON OIL EF LLC,70
42000000001538,42000000001538,-98.2958233,28.6432356,GUAJILLO WEST,MARATHON OIL EF LLC,15
42000000001539,42000000001539,-98.2957981,28.643315,GUAJILLO WEST,MARATHON OIL EF LLC,27
42000000001540,42000000001540,-98.2957719,28.6433944,GUAJILLO WEST,MARATHON OIL EF LLC,7
42000000001541,42000000001541,-98.2957461,28.6434744,GUAJILLO WEST,MARATHON OIL EF LLC,34
42000000001542,42000000001542,-96.4541668,30.0611111,GOLDBERG UNIT,ENERVEST OPERATING LLC,15
42000000001543,42000000001543,-96.4336112,30.0508332,GLAESER UNIT,ENERVEST OPERATING LLC,76
42000000001544,42000000001544,-96.4694569,30.0516274,SCHULZ UNIT,RME PETROLEUM COMPANY,53
42000000001545,42000000001545,-96.4344444,30.0633333,BOECKER CALVIN UNIT,CRAWFORD HUGHES OPERATING CO,6
42000000001546,42000000001546,-96.4132174,30.0257056,ELLER UNIT,CRAWFORD HUGHES OPERATING CO,98
42000000001547,42000000001547,-96.4122222,30.0594444,RAINS TRUST UNIT,ENERVEST OPERATING LLC,68
42000000001548,42000000001548,-96.4483335,30.0405555,THELDICK UNIT,CRAWFORD HUGHES OPERATING CO,96
42000000001549,42000000001549,-96.4679242,30.0189821,TITAN,MAGNUM PRODUCING LIMITED PARTNERSHIP,68
42000000001550,42000000001550,-96.3827778,30.0236111,NEHRKORN UNIT,CRAWFORD HUGHES OPERATING CO,65
42000000001551,42000000001551,-96.4038889,30.0513889,DIERKING UNIT,ENERVEST OPERATING LLC,98
42000000001552,42000000001552,-96.3880555,30.0669445,PEARLIE MAE UNIT,ENERVEST OPERATING LLC,82
42000000001553,42000000001553,-96.4005556,30.0777777,WILLIAMS CREEK,CHESAPEAKE OPERATING INCORPORATED,36
42000000001554,42000000001554,-96.4333334,30.0166667,SHUPAK UNIT,CRAWFORD HUGHES OPERATING CO,3
42000000001555,42000000001555,-96.3961111,30.0447222,HENSKE UNIT,ENERVEST OPERATING LLC,75
42000000001556,42000000001556,-96.3723669,30.0701849,MORRIS UNIT,ENERVEST OPERATING LLC,24
42000000001557,42000000001557,-96.4372222,29.9925,APOLLO UNIT,ENERVEST OPERATING LLC,70
42000000001558,42000000001558,-96.412471,29.9142171,PHOENIX UNIT,CHEVRON U S A INCORPORATED,92
42000000001559,42000000001559,-96.402279,30.0407492,RINN UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,12
42000000001560,42000000001560,-96.5113576,30.0443718,BLEZINGER UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,82
42000000001561,42000000001561,-96.4150257,30.054244,DIERKING UNIT,ENERVEST OPERATING LLC,66
42000000001562,42000000001562,-96.4341983,30.0400567,GLAESER UNIT,ENERVEST OPERATING LLC,75
42000000001563,42000000001563,-96.4460248,30.0575931,GOLDBERG UNIT,ENERVEST OPERATING LLC,27
42000000001564,42000000001564,-96.4319761,30.0314453,MIKESKA UNIT A,CRAWFORD HUGHES OPERATING CO,47
42000000001565,42000000001565,-96.4253111,30.0603361,RAINS TRUST UNIT,ENERVEST OPERATING LLC,18
42000000001566,42000000001566,-96.396475,30.069552,PEARLIE MAE UNIT,ENERVEST OPERATING LLC,92
42000000001567,42000000001567,-96.41472,30.03278,ELLER UNIT,CRAWFORD HUGHES OPERATING CO,67
42000000001568,42000000001568,-97.0363888,30.0472224,MOTEN UNIT,ANADARKO E & P COMPANY LIMITED PRTNRSHIP,88
42000000001569,42000000001569,-97.0583722,30.1523223,BEHRENS UNIT,TRIVISTA OPERATING LLC,20
42000000001570,42000000001570,-97.1602589,29.9443337,BONNO S,BBX OPERATING LIMITED LIABILITY CORP,36
42000000001571,42000000001571,-97.1350304,30.2092462,MAGGIE UNIT,CREATIVE OIL & GAS OPERATING LLC,9
42000000001572,42000000001572,-97.1302608,30.1845572,MARBURGER ALLAN,GEOSOUTHERN ENERGY CORPORATION,71
